hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,adults,children,babies,country,reserved_room_type,assigned_room_type,reservation_status,reservation_status_date,room_status,guest_type
Resort Hotel,1,38,2016,September,2,0,0,ESP,E,E,Canceled,11-09-2016,Desired,Couples
Resort Hotel,1,29,2016,September,2,0,0,PRT,E,E,Canceled,26-08-2016,Desired,Couples
Resort Hotel,1,31,2016,September,2,0,0,ESP,E,E,Canceled,30-08-2016,Desired,Couples
Resort Hotel,1,44,2016,September,3,0,0,PRT,G,G,Canceled,10-08-2016,Desired,Family
Resort Hotel,1,36,2016,September,2,0,0,PRT,E,E,Canceled,19-08-2016,Desired,Couples
Resort Hotel,1,197,2016,September,2,0,0,ESP,D,D,Canceled,16-06-2016,Desired,Couples
Resort Hotel,1,44,2016,September,2,1,0,PRT,F,F,Canceled,24-08-2016,Desired,Family
Resort Hotel,1,168,2016,September,2,0,0,IRL,D,D,Canceled,21-06-2016,Desired,Couples
Resort Hotel,0,338,2016,September,2,0,0,EST,A,A,Check-Out,30-09-2016,Desired,Couples
Resort Hotel,1,177,2016,September,2,0,0,PRT,D,D,Canceled,29-07-2016,Desired,Couples
Resort Hotel,1,63,2016,September,2,2,0,PRT,G,G,Canceled,10-08-2016,Desired,Family
Resort Hotel,1,155,2016,September,2,2,0,IRL,G,G,Canceled,04-07-2016,Desired,Family
Resort Hotel,1,168,2016,September,2,0,0,IRL,D,D,Canceled,16-07-2016,Desired,Couples
Resort Hotel,1,73,2016,September,2,0,0,PRT,D,D,Canceled,19-07-2016,Desired,Couples
Resort Hotel,1,22,2016,September,2,0,0,ESP,D,D,Canceled,04-09-2016,Desired,Couples
Resort Hotel,1,289,2016,September,2,0,0,PRT,A,A,Canceled,19-05-2016,Desired,Couples
Resort Hotel,1,289,2016,September,2,0,0,PRT,A,A,Canceled,19-05-2016,Desired,Couples
Resort Hotel,1,2,2016,September,2,2,0,BEL,G,G,Canceled,23-09-2016,Desired,Family
Resort Hotel,1,289,2016,September,2,0,0,PRT,A,A,Canceled,19-05-2016,Desired,Couples
Resort Hotel,1,2,2016,September,2,2,0,BEL,G,G,Canceled,23-09-2016,Desired,Family
Resort Hotel,1,289,2016,September,2,0,0,PRT,A,A,Canceled,19-05-2016,Desired,Couples
Resort Hotel,1,289,2016,September,2,0,0,PRT,A,A,Canceled,19-05-2016,Desired,Couples
Resort Hotel,1,289,2016,September,2,0,0,PRT,A,A,Canceled,19-05-2016,Desired,Couples
Resort Hotel,1,289,2016,September,2,0,0,PRT,A,A,Canceled,19-05-2016,Desired,Couples
Resort Hotel,1,176,2016,September,2,0,0,URY,E,E,Canceled,04-04-2016,Desired,Couples
Resort Hotel,1,289,2016,September,2,0,0,PRT,A,A,Canceled,19-05-2016,Desired,Couples
Resort Hotel,1,23,2016,September,2,0,0,ESP,D,D,Canceled,02-09-2016,Desired,Couples
Resort Hotel,1,56,2016,September,2,2,0,IRL,G,G,Canceled,30-07-2016,Desired,Family
Resort Hotel,1,29,2016,September,2,0,0,MAR,A,A,Canceled,29-08-2016,Desired,Couples
Resort Hotel,1,49,2016,September,2,0,0,PRT,A,A,Canceled,02-09-2016,Desired,Couples
Resort Hotel,1,29,2016,September,2,0,0,MAR,A,A,Canceled,29-08-2016,Desired,Couples
Resort Hotel,1,19,2016,September,2,0,0,PRT,A,A,Canceled,08-09-2016,Desired,Couples
Resort Hotel,1,71,2016,September,1,0,0,FRA,A,A,Canceled,16-07-2016,Desired,Single
Resort Hotel,1,70,2016,September,1,0,0,FRA,A,A,Canceled,24-07-2016,Desired,Single
Resort Hotel,1,20,2016,September,2,0,0,PRT,D,D,Canceled,05-09-2016,Desired,Couples
Resort Hotel,1,140,2016,September,2,0,0,IRL,A,A,Canceled,14-09-2016,Desired,Couples
Resort Hotel,0,344,2016,September,1,0,0,DEU,A,A,Check-Out,09-10-2016,Desired,Single
Resort Hotel,0,344,2016,September,1,0,0,DEU,A,A,Check-Out,09-10-2016,Desired,Single
Resort Hotel,1,310,2016,September,2,0,0,PRT,E,E,Canceled,18-08-2016,Desired,Couples
Resort Hotel,1,20,2016,September,2,0,0,CN,D,D,Canceled,16-09-2016,Desired,Couples
Resort Hotel,1,14,2016,September,2,2,0,DEU,G,G,Canceled,25-09-2016,Desired,Family
Resort Hotel,1,56,2016,September,1,2,0,IRL,G,G,Canceled,11-08-2016,Desired,Family
Resort Hotel,1,53,2016,September,1,0,0,ESP,A,A,Canceled,07-08-2016,Desired,Single
Resort Hotel,1,177,2016,September,2,0,1,PRT,A,A,Canceled,12-07-2016,Desired,Family
Resort Hotel,1,44,2016,September,3,1,0,ESP,H,H,Canceled,14-09-2016,Desired,Family
Resort Hotel,0,542,2016,September,2,0,0,GBR,A,A,Check-Out,03-10-2016,Desired,Couples
Resort Hotel,1,19,2016,September,1,0,0,PRT,A,A,Canceled,26-09-2016,Desired,Single
Resort Hotel,0,542,2016,September,2,0,0,GBR,E,E,Check-Out,03-10-2016,Desired,Couples
Resort Hotel,1,347,2016,September,2,0,0,PRT,A,C,Canceled,27-06-2016,Un-Desired,Couples
Resort Hotel,0,542,2016,September,2,0,0,GBR,E,E,Check-Out,03-10-2016,Desired,Couples
Resort Hotel,0,542,2016,September,2,0,0,GBR,E,E,Check-Out,03-10-2016,Desired,Couples
Resort Hotel,1,168,2016,September,2,0,0,IRL,F,F,Canceled,05-09-2016,Desired,Couples
Resort Hotel,1,339,2016,September,2,0,0,PRT,A,A,Canceled,22-01-2016,Desired,Couples
Resort Hotel,1,339,2016,September,2,0,0,PRT,A,A,Canceled,22-01-2016,Desired,Couples
Resort Hotel,1,339,2016,September,2,0,0,PRT,A,A,Canceled,22-01-2016,Desired,Couples
Resort Hotel,1,339,2016,September,2,0,0,PRT,A,A,Canceled,22-01-2016,Desired,Couples
Resort Hotel,1,339,2016,September,2,0,0,PRT,A,A,Canceled,22-01-2016,Desired,Couples
Resort Hotel,1,339,2016,September,2,0,0,PRT,A,A,Canceled,22-01-2016,Desired,Couples
Resort Hotel,1,339,2016,September,2,0,0,PRT,A,A,Canceled,22-01-2016,Desired,Couples
Resort Hotel,1,339,2016,September,2,0,0,PRT,A,A,Canceled,22-01-2016,Desired,Couples
Resort Hotel,1,339,2016,September,2,0,0,PRT,A,A,Canceled,22-01-2016,Desired,Couples
Resort Hotel,1,339,2016,September,2,0,0,PRT,A,A,Canceled,22-01-2016,Desired,Couples
Resort Hotel,1,339,2016,September,2,0,0,PRT,A,A,Canceled,22-01-2016,Desired,Couples
Resort Hotel,1,339,2016,September,2,0,0,PRT,A,A,Canceled,22-01-2016,Desired,Couples
Resort Hotel,1,339,2016,September,2,0,0,PRT,A,A,Canceled,22-01-2016,Desired,Couples
Resort Hotel,1,339,2016,September,2,0,0,PRT,A,A,Canceled,22-01-2016,Desired,Couples
Resort Hotel,1,339,2016,September,2,0,0,PRT,A,A,Canceled,22-01-2016,Desired,Couples
Resort Hotel,0,333,2016,September,2,0,0,GBR,A,A,Check-Out,06-10-2016,Desired,Couples
Resort Hotel,0,354,2016,September,2,0,0,GBR,E,E,Check-Out,03-10-2016,Desired,Couples
Resort Hotel,0,542,2016,September,2,0,0,GBR,A,D,Check-Out,03-10-2016,Un-Desired,Couples
Resort Hotel,1,137,2016,September,2,0,0,GBR,D,D,Canceled,27-06-2016,Desired,Couples
Resort Hotel,0,542,2016,September,2,0,0,GBR,E,E,Check-Out,03-10-2016,Desired,Couples
Resort Hotel,0,542,2016,September,2,0,0,GBR,E,E,Check-Out,03-10-2016,Desired,Couples
Resort Hotel,0,542,2016,September,3,0,0,GBR,A,C,Check-Out,03-10-2016,Un-Desired,Family
Resort Hotel,1,98,2016,September,1,0,0,GBR,D,D,Canceled,16-08-2016,Desired,Single
Resort Hotel,0,542,2016,September,2,0,0,GBR,A,A,Check-Out,03-10-2016,Desired,Couples
Resort Hotel,1,143,2016,September,2,0,0,PRT,E,E,Canceled,15-09-2016,Desired,Couples
Resort Hotel,0,333,2016,September,2,0,0,GBR,A,C,Check-Out,06-10-2016,Un-Desired,Couples
Resort Hotel,0,542,2016,September,2,0,0,USA,A,I,Check-Out,06-10-2016,Un-Desired,Couples
Resort Hotel,1,168,2016,September,1,0,0,IRL,E,E,Canceled,15-04-2016,Desired,Single
Resort Hotel,1,148,2016,September,2,2,0,DEU,G,G,Canceled,11-09-2016,Desired,Family
Resort Hotel,1,36,2016,September,2,2,0,USA,G,G,Canceled,29-08-2016,Desired,Family
Resort Hotel,1,129,2016,September,2,2,0,GBR,G,G,Canceled,23-05-2016,Desired,Family
Resort Hotel,1,167,2016,September,1,0,0,GBR,D,D,Canceled,21-04-2016,Desired,Single
Resort Hotel,1,173,2016,September,2,0,0,ITA,A,A,Canceled,08-04-2016,Desired,Couples
Resort Hotel,1,167,2016,September,1,0,0,GBR,D,D,Canceled,21-04-2016,Desired,Single
Resort Hotel,1,173,2016,September,2,0,0,ITA,A,A,Canceled,08-04-2016,Desired,Couples
Resort Hotel,0,342,2016,September,2,0,0,GBR,E,E,Check-Out,11-10-2016,Desired,Couples
Resort Hotel,0,342,2016,September,2,0,0,GBR,E,E,Check-Out,11-10-2016,Desired,Couples
Resort Hotel,1,96,2016,September,2,0,0,PRT,D,D,Canceled,24-09-2016,Desired,Couples
Resort Hotel,1,98,2016,September,2,0,0,PRT,D,D,Canceled,23-06-2016,Desired,Couples
Resort Hotel,1,131,2016,September,2,0,0,DEU,A,A,Canceled,19-07-2016,Desired,Couples
Resort Hotel,1,63,2016,September,2,0,0,PRT,D,D,Canceled,15-09-2016,Desired,Couples
Resort Hotel,1,63,2016,September,2,0,0,PRT,D,D,Canceled,15-09-2016,Desired,Couples
Resort Hotel,1,63,2016,September,2,0,0,PRT,D,D,Canceled,15-09-2016,Desired,Couples
Resort Hotel,1,63,2016,September,2,0,0,PRT,D,D,Canceled,15-09-2016,Desired,Couples
Resort Hotel,1,229,2016,September,2,0,0,PRT,E,E,Canceled,07-07-2016,Desired,Couples
Resort Hotel,1,263,2016,September,2,0,1,PRT,D,D,Canceled,11-03-2016,Desired,Family
Resort Hotel,1,127,2016,September,2,0,0,PRT,E,E,Canceled,02-09-2016,Desired,Couples
Resort Hotel,1,161,2016,September,2,0,0,CN,D,D,Canceled,11-08-2016,Desired,Couples
Resort Hotel,1,136,2016,September,2,0,0,IRL,A,A,Canceled,15-07-2016,Desired,Couples
Resort Hotel,1,94,2016,September,2,0,0,PRT,D,D,Canceled,06-09-2016,Desired,Couples
Resort Hotel,0,342,2016,September,1,0,0,IRL,A,A,Check-Out,05-10-2016,Desired,Single
Resort Hotel,1,69,2016,September,2,0,0,USA,E,E,Canceled,23-07-2016,Desired,Couples
Resort Hotel,1,14,2016,September,2,0,0,BRA,E,E,Canceled,17-09-2016,Desired,Couples
Resort Hotel,1,55,2016,September,2,2,0,PRT,G,G,Canceled,30-08-2016,Desired,Family
Resort Hotel,1,231,2016,September,2,0,0,PRT,A,A,Canceled,17-06-2016,Desired,Couples
Resort Hotel,1,231,2016,September,2,0,0,PRT,A,A,Canceled,17-06-2016,Desired,Couples
Resort Hotel,1,231,2016,September,2,0,0,PRT,A,A,Canceled,17-06-2016,Desired,Couples
Resort Hotel,1,20,2016,September,2,0,0,PRT,F,F,Canceled,29-09-2016,Desired,Couples
Resort Hotel,1,231,2016,September,2,0,0,PRT,A,A,Canceled,17-06-2016,Desired,Couples
Resort Hotel,1,231,2016,September,2,0,0,PRT,A,A,Canceled,17-06-2016,Desired,Couples
Resort Hotel,1,231,2016,September,2,0,0,PRT,A,A,Canceled,17-06-2016,Desired,Couples
Resort Hotel,1,58,2016,September,1,0,0,DEU,E,E,Canceled,03-08-2016,Desired,Single
Resort Hotel,1,231,2016,September,2,0,0,PRT,A,A,Canceled,17-06-2016,Desired,Couples
Resort Hotel,1,231,2016,September,2,0,0,PRT,A,A,Canceled,17-06-2016,Desired,Couples
Resort Hotel,1,231,2016,September,2,0,0,PRT,A,A,Canceled,17-06-2016,Desired,Couples
Resort Hotel,1,231,2016,September,2,0,0,PRT,A,A,Canceled,17-06-2016,Desired,Couples
Resort Hotel,1,231,2016,September,2,0,0,PRT,A,A,Canceled,17-06-2016,Desired,Couples
Resort Hotel,1,231,2016,September,2,0,0,PRT,A,A,Canceled,17-06-2016,Desired,Couples
Resort Hotel,1,231,2016,September,2,0,0,PRT,A,A,Canceled,17-06-2016,Desired,Couples
Resort Hotel,1,231,2016,September,2,0,0,PRT,A,C,Canceled,17-06-2016,Un-Desired,Couples
Resort Hotel,1,132,2016,September,1,0,0,GBR,A,A,Canceled,08-08-2016,Desired,Single
Resort Hotel,1,48,2016,September,2,0,0,ESP,E,E,Canceled,14-08-2016,Desired,Couples
Resort Hotel,1,35,2016,September,1,0,0,CN,A,A,Canceled,15-09-2016,Desired,Single
Resort Hotel,1,24,2016,September,2,0,0,IRL,A,A,Canceled,12-09-2016,Desired,Couples
Resort Hotel,1,174,2016,September,2,0,0,GBR,A,A,Canceled,21-06-2016,Desired,Couples
Resort Hotel,1,101,2016,September,2,0,0,GBR,D,D,Canceled,22-07-2016,Desired,Couples
Resort Hotel,1,184,2016,September,2,0,0,PRT,E,E,Canceled,21-07-2016,Desired,Couples
Resort Hotel,1,71,2016,September,2,0,0,DEU,D,D,Canceled,23-07-2016,Desired,Couples
Resort Hotel,1,71,2016,September,2,0,0,DEU,D,D,Canceled,23-07-2016,Desired,Couples
Resort Hotel,1,269,2016,September,2,0,0,PRT,A,A,Canceled,14-01-2016,Desired,Couples
Resort Hotel,1,65,2016,October,2,0,0,CN,E,E,Canceled,09-09-2016,Desired,Couples
Resort Hotel,1,24,2016,October,2,1,1,PRT,G,G,Canceled,19-09-2016,Desired,Family
Resort Hotel,1,65,2016,October,2,0,0,GBR,E,E,Canceled,16-09-2016,Desired,Couples
Resort Hotel,1,157,2016,October,2,0,0,PRT,D,D,Canceled,09-05-2016,Desired,Couples
Resort Hotel,1,157,2016,October,2,0,0,PRT,D,D,Canceled,09-05-2016,Desired,Couples
Resort Hotel,1,157,2016,October,2,0,0,PRT,D,D,Canceled,09-05-2016,Desired,Couples
Resort Hotel,1,157,2016,October,2,0,0,PRT,D,D,Canceled,09-05-2016,Desired,Couples
Resort Hotel,1,207,2016,October,2,0,0,ESP,D,D,Canceled,13-03-2016,Desired,Couples
Resort Hotel,1,157,2016,October,2,0,0,PRT,D,D,Canceled,09-05-2016,Desired,Couples
Resort Hotel,1,157,2016,October,2,0,0,PRT,D,D,Canceled,09-05-2016,Desired,Couples
Resort Hotel,1,157,2016,October,2,0,0,PRT,D,D,Canceled,09-05-2016,Desired,Couples
Resort Hotel,1,157,2016,October,2,0,0,PRT,D,D,Canceled,09-05-2016,Desired,Couples
Resort Hotel,1,157,2016,October,2,0,0,PRT,D,D,Canceled,09-05-2016,Desired,Couples
Resort Hotel,1,157,2016,October,2,0,0,PRT,D,D,Canceled,09-05-2016,Desired,Couples
Resort Hotel,1,157,2016,October,2,0,0,PRT,D,D,Canceled,09-05-2016,Desired,Couples
Resort Hotel,1,157,2016,October,2,0,0,PRT,D,D,Canceled,09-05-2016,Desired,Couples
Resort Hotel,1,157,2016,October,2,0,0,PRT,D,D,Canceled,09-05-2016,Desired,Couples
Resort Hotel,1,157,2016,October,2,0,0,PRT,D,D,Canceled,09-05-2016,Desired,Couples
Resort Hotel,1,157,2016,October,2,0,0,PRT,D,D,Canceled,09-05-2016,Desired,Couples
Resort Hotel,1,157,2016,October,2,0,0,PRT,D,D,Canceled,09-05-2016,Desired,Couples
Resort Hotel,1,48,2016,October,2,0,0,ESP,E,E,Canceled,07-09-2016,Desired,Couples
Resort Hotel,1,68,2016,October,2,0,0,PRT,D,D,Canceled,26-07-2016,Desired,Couples
Resort Hotel,1,319,2016,October,2,0,0,PRT,A,C,Canceled,03-05-2016,Un-Desired,Couples
Resort Hotel,1,403,2016,October,2,0,0,PRT,A,A,Canceled,27-08-2015,Desired,Couples
Resort Hotel,1,403,2016,October,2,0,0,PRT,A,A,Canceled,25-08-2015,Desired,Couples
Resort Hotel,1,19,2016,October,2,0,0,NLD,E,E,Canceled,18-09-2016,Desired,Couples
Resort Hotel,1,243,2016,October,1,0,0,PRT,A,A,Canceled,11-04-2016,Desired,Single
Resort Hotel,1,158,2016,October,2,0,0,PRT,A,A,Canceled,06-05-2016,Desired,Couples
Resort Hotel,1,166,2016,October,2,0,0,PRT,A,A,Canceled,16-09-2016,Desired,Couples
Resort Hotel,1,14,2016,October,1,2,0,CHE,G,G,Canceled,18-09-2016,Desired,Family
Resort Hotel,1,258,2016,October,1,0,0,PRT,A,A,Canceled,20-01-2016,Desired,Single
Resort Hotel,1,103,2016,October,2,2,0,FIN,G,G,Canceled,28-07-2016,Desired,Family
Resort Hotel,1,67,2016,October,2,2,0,FIN,G,G,Canceled,20-09-2016,Desired,Family
Resort Hotel,1,142,2016,October,2,0,0,PRT,A,A,Canceled,21-05-2016,Desired,Couples
Resort Hotel,1,186,2016,October,2,1,0,PRT,E,E,Canceled,06-06-2016,Desired,Family
Resort Hotel,1,141,2016,October,2,0,0,AUT,D,D,Canceled,21-07-2016,Desired,Couples
Resort Hotel,1,160,2016,October,2,0,0,IRL,A,A,Canceled,19-07-2016,Desired,Couples
Resort Hotel,1,86,2016,October,2,0,0,FRA,A,A,Canceled,28-07-2016,Desired,Couples
Resort Hotel,1,113,2016,October,2,0,0,RUS,A,A,Canceled,09-08-2016,Desired,Couples
Resort Hotel,1,181,2016,October,2,0,0,PRT,D,D,Canceled,13-09-2016,Desired,Couples
Resort Hotel,1,235,2016,October,2,0,0,PRT,E,E,Canceled,29-07-2016,Desired,Couples
Resort Hotel,1,182,2016,October,2,0,0,PRT,D,D,No-Show,03-10-2016,Desired,Couples
Resort Hotel,1,55,2016,October,2,0,0,DEU,D,D,Canceled,17-09-2016,Desired,Couples
Resort Hotel,1,55,2016,October,1,0,0,DEU,D,D,Canceled,17-09-2016,Desired,Single
Resort Hotel,0,341,2016,October,2,0,0,GBR,A,A,Check-Out,13-10-2016,Desired,Couples
Resort Hotel,1,65,2016,October,2,0,0,ISR,A,A,Canceled,17-08-2016,Desired,Couples
Resort Hotel,1,65,2016,October,2,0,0,ISR,A,A,Canceled,17-08-2016,Desired,Couples
Resort Hotel,1,169,2016,October,2,0,0,ITA,A,A,Canceled,14-05-2016,Desired,Couples
Resort Hotel,1,149,2016,October,2,0,0,SWE,A,A,Canceled,11-08-2016,Desired,Couples
Resort Hotel,1,65,2016,October,1,0,0,PRT,A,A,Canceled,02-08-2016,Desired,Single
Resort Hotel,1,65,2016,October,1,0,0,PRT,A,A,Canceled,02-08-2016,Desired,Single
Resort Hotel,1,64,2016,October,2,0,0,PRT,A,A,Canceled,02-08-2016,Desired,Couples
Resort Hotel,1,13,2016,October,3,1,0,AUT,H,H,Canceled,22-09-2016,Desired,Family
Resort Hotel,1,157,2016,October,2,0,0,PRT,A,A,Canceled,02-09-2016,Desired,Couples
Resort Hotel,1,29,2016,October,3,1,0,CHE,H,H,Canceled,06-09-2016,Desired,Family
Resort Hotel,1,180,2016,October,2,0,0,PRT,D,D,Canceled,12-04-2016,Desired,Couples
Resort Hotel,1,59,2016,October,2,0,0,GBR,D,D,Canceled,23-09-2016,Desired,Couples
Resort Hotel,1,7,2016,October,2,0,0,PRT,A,A,Canceled,28-09-2016,Desired,Couples
Resort Hotel,1,7,2016,October,2,0,0,PRT,A,A,Canceled,28-09-2016,Desired,Couples
Resort Hotel,1,7,2016,October,2,0,0,PRT,A,A,Canceled,28-09-2016,Desired,Couples
Resort Hotel,1,198,2016,October,2,0,0,PRT,D,D,Canceled,07-09-2016,Desired,Couples
Resort Hotel,1,198,2016,October,2,0,0,DEU,E,E,Canceled,11-04-2016,Desired,Couples
Resort Hotel,1,198,2016,October,2,0,0,DEU,A,A,Canceled,26-03-2016,Desired,Couples
Resort Hotel,1,261,2016,October,2,0,0,PRT,D,D,Canceled,19-01-2016,Desired,Couples
Resort Hotel,0,383,2016,October,1,0,0,GBR,A,D,Check-Out,08-10-2016,Un-Desired,Single
Resort Hotel,0,383,2016,October,2,0,0,GBR,A,E,Check-Out,08-10-2016,Un-Desired,Couples
Resort Hotel,1,59,2016,October,2,0,0,DEU,A,A,Canceled,30-08-2016,Desired,Couples
Resort Hotel,0,383,2016,October,1,0,0,GBR,A,E,Check-Out,09-10-2016,Un-Desired,Single
Resort Hotel,0,383,2016,October,2,0,0,GBR,A,E,Check-Out,09-10-2016,Un-Desired,Couples
Resort Hotel,0,383,2016,October,1,0,0,GBR,A,A,Check-Out,09-10-2016,Desired,Single
Resort Hotel,0,383,2016,October,1,0,0,IRL,A,A,Check-Out,09-10-2016,Desired,Single
Resort Hotel,1,59,2016,October,2,0,0,DEU,A,A,Canceled,30-08-2016,Desired,Couples
Resort Hotel,0,383,2016,October,1,0,0,GBR,A,E,Check-Out,09-10-2016,Un-Desired,Single
Resort Hotel,0,383,2016,October,3,0,0,GBR,A,C,Check-Out,09-10-2016,Un-Desired,Family
Resort Hotel,0,383,2016,October,1,0,0,GBR,A,A,Check-Out,09-10-2016,Desired,Single
Resort Hotel,0,383,2016,October,2,0,0,GBR,A,E,Check-Out,09-10-2016,Un-Desired,Couples
Resort Hotel,0,383,2016,October,2,0,0,GBR,A,E,Check-Out,09-10-2016,Un-Desired,Couples
Resort Hotel,0,383,2016,October,1,0,0,GBR,A,A,Check-Out,09-10-2016,Desired,Single
Resort Hotel,0,383,2016,October,1,0,0,GBR,A,A,Check-Out,09-10-2016,Desired,Single
Resort Hotel,0,383,2016,October,1,0,0,GBR,A,A,Check-Out,09-10-2016,Desired,Single
Resort Hotel,0,383,2016,October,1,0,0,GBR,A,A,Check-Out,09-10-2016,Desired,Single
Resort Hotel,0,383,2016,October,2,0,0,GBR,A,E,Check-Out,09-10-2016,Un-Desired,Couples
Resort Hotel,1,59,2016,October,2,0,0,DEU,A,A,Canceled,30-08-2016,Desired,Couples
Resort Hotel,0,383,2016,October,1,0,0,PRT,A,A,Check-Out,09-10-2016,Desired,Single
Resort Hotel,0,383,2016,October,1,0,0,GBR,A,A,Check-Out,09-10-2016,Desired,Single
Resort Hotel,0,383,2016,October,1,0,0,GBR,A,A,Check-Out,09-10-2016,Desired,Single
Resort Hotel,0,383,2016,October,2,0,0,GBR,A,C,Check-Out,09-10-2016,Un-Desired,Couples
Resort Hotel,0,383,2016,October,2,0,0,GBR,A,D,Check-Out,09-10-2016,Un-Desired,Couples
Resort Hotel,0,383,2016,October,2,0,0,GBR,A,E,Check-Out,09-10-2016,Un-Desired,Couples
Resort Hotel,0,383,2016,October,1,0,0,IRL,A,A,Check-Out,09-10-2016,Desired,Single
Resort Hotel,0,383,2016,October,2,0,0,ROU,A,E,Check-Out,09-10-2016,Un-Desired,Couples
Resort Hotel,1,383,2016,October,2,0,0,PRT,A,A,Canceled,04-03-2016,Desired,Couples
Resort Hotel,1,383,2016,October,2,0,0,PRT,A,A,Canceled,04-03-2016,Desired,Couples
Resort Hotel,1,383,2016,October,2,0,0,PRT,A,A,Canceled,04-03-2016,Desired,Couples
Resort Hotel,1,383,2016,October,2,0,0,PRT,A,A,Canceled,04-03-2016,Desired,Couples
Resort Hotel,1,383,2016,October,2,0,0,PRT,A,A,Canceled,04-03-2016,Desired,Couples
Resort Hotel,0,383,2016,October,2,0,0,GBR,A,E,Check-Out,09-10-2016,Un-Desired,Couples
Resort Hotel,0,383,2016,October,1,0,0,GBR,A,A,Check-Out,09-10-2016,Desired,Single
Resort Hotel,1,383,2016,October,2,0,0,PRT,A,A,Canceled,04-03-2016,Desired,Couples
Resort Hotel,1,383,2016,October,2,0,0,PRT,A,A,Canceled,04-03-2016,Desired,Couples
Resort Hotel,1,383,2016,October,2,0,0,PRT,A,A,Canceled,04-03-2016,Desired,Couples
Resort Hotel,1,383,2016,October,2,0,0,PRT,A,A,Canceled,04-03-2016,Desired,Couples
Resort Hotel,1,383,2016,October,2,0,0,PRT,A,A,Canceled,04-03-2016,Desired,Couples
Resort Hotel,1,383,2016,October,2,0,0,PRT,A,A,Canceled,04-03-2016,Desired,Couples
Resort Hotel,1,383,2016,October,2,0,0,PRT,A,A,Canceled,04-03-2016,Desired,Couples
Resort Hotel,1,383,2016,October,2,0,0,PRT,A,A,Canceled,04-03-2016,Desired,Couples
Resort Hotel,1,67,2016,October,2,2,0,GBR,G,G,Canceled,03-08-2016,Desired,Family
Resort Hotel,1,383,2016,October,2,0,0,PRT,A,A,Canceled,04-03-2016,Desired,Couples
Resort Hotel,1,383,2016,October,2,0,0,PRT,A,A,Canceled,04-03-2016,Desired,Couples
Resort Hotel,1,383,2016,October,2,0,0,PRT,A,A,Canceled,04-03-2016,Desired,Couples
Resort Hotel,1,383,2016,October,2,0,0,PRT,A,A,Canceled,04-03-2016,Desired,Couples
Resort Hotel,1,383,2016,October,2,0,0,PRT,A,A,Canceled,04-03-2016,Desired,Couples
Resort Hotel,1,383,2016,October,2,0,0,PRT,A,A,Canceled,04-03-2016,Desired,Couples
Resort Hotel,1,383,2016,October,2,0,0,PRT,A,A,Canceled,04-03-2016,Desired,Couples
Resort Hotel,1,383,2016,October,2,0,0,PRT,A,A,Canceled,04-03-2016,Desired,Couples
Resort Hotel,1,383,2016,October,2,0,0,PRT,A,A,Canceled,04-03-2016,Desired,Couples
Resort Hotel,1,383,2016,October,2,0,0,PRT,A,A,Canceled,04-03-2016,Desired,Couples
Resort Hotel,1,383,2016,October,2,0,0,PRT,A,A,Canceled,04-03-2016,Desired,Couples
Resort Hotel,1,383,2016,October,2,0,0,PRT,A,A,Canceled,04-03-2016,Desired,Couples
Resort Hotel,1,94,2016,October,2,2,0,IRL,G,G,Canceled,04-07-2016,Desired,Family
Resort Hotel,1,239,2016,October,2,0,0,PRT,F,F,Canceled,16-02-2016,Desired,Couples
Resort Hotel,0,384,2016,October,2,0,0,GBR,A,C,Check-Out,09-10-2016,Un-Desired,Couples
Resort Hotel,1,144,2016,October,2,1,0,PRT,A,C,Canceled,28-09-2016,Un-Desired,Family
Resort Hotel,1,14,2016,October,2,0,0,PRT,D,E,No-Show,07-10-2016,Un-Desired,Couples
Resort Hotel,1,60,2016,October,2,0,0,IRL,A,A,Canceled,08-08-2016,Desired,Couples
Resort Hotel,1,40,2016,October,2,2,0,GBR,G,G,Canceled,22-09-2016,Desired,Family
Resort Hotel,1,183,2016,October,2,0,0,PRT,A,A,Canceled,09-04-2016,Desired,Couples
Resort Hotel,1,94,2016,October,2,0,0,PRT,A,A,Canceled,23-09-2016,Desired,Couples
Resort Hotel,1,181,2016,October,2,2,0,IRL,G,G,Canceled,17-05-2016,Desired,Family
Resort Hotel,0,359,2016,October,2,0,0,GBR,A,D,Check-Out,16-10-2016,Un-Desired,Couples
Resort Hotel,1,40,2016,October,2,1,0,GBR,H,H,Canceled,28-08-2016,Desired,Family
Resort Hotel,1,385,2016,October,2,0,0,PRT,A,A,No-Show,08-10-2016,Desired,Couples
Resort Hotel,1,151,2016,October,2,0,0,BRA,A,A,Canceled,27-05-2016,Desired,Couples
Resort Hotel,1,151,2016,October,1,0,0,BRA,A,A,Canceled,27-05-2016,Desired,Single
Resort Hotel,1,151,2016,October,2,0,0,BRA,A,A,Canceled,27-05-2016,Desired,Couples
Resort Hotel,1,393,2016,October,2,0,0,PRT,A,A,Canceled,17-12-2015,Desired,Couples
Resort Hotel,1,393,2016,October,2,0,0,PRT,A,A,Canceled,17-12-2015,Desired,Couples
Resort Hotel,1,393,2016,October,2,0,0,PRT,A,A,Canceled,17-12-2015,Desired,Couples
Resort Hotel,1,393,2016,October,2,0,0,PRT,A,A,Canceled,17-12-2015,Desired,Couples
Resort Hotel,1,393,2016,October,2,0,0,PRT,A,A,Canceled,17-12-2015,Desired,Couples
